thisRow.t,notes,phase,vibration,texture,half_height,depth_factor,repetition,response_key,perceived,rt_s,render_time_ms,Participant ID,IOD (mm),Session,
,,visual-haptic,3,0,0.04,1.25,2,3,stretched,0.03284540004096925,281,sp,56,1,
,,visual-haptic,3,2,0.04,0.5,3,6,squashed,0.5681101999944076,231,sp,56,1,
,,visual-haptic,0,1,0.04,0.5,3,6,squashed,1.0732109999516979,279,sp,56,1,
,,visual-haptic,0,0,0.04,1,2,3,stretched,0.054894199944101274,257,sp,56,1,
,,visual-haptic,3,2,0.04,1.25,2,3,stretched,0.399813299998641,249,sp,56,1,
,,visual-haptic,0,2,0.04,1,3,3,stretched,1.178849200019613,227,sp,56,1,
,,visual-haptic,3,0,0.04,0.75,3,3,stretched,0.671616300009191,243,sp,56,1,
,,visual-haptic,0,2,0.04,1.5,3,3,stretched,0.6759627000428736,228,sp,56,1,
,,visual-haptic,3,1,0.04,1,3,3,stretched,0.23555699991993606,319,sp,56,1,
,,visual-haptic,0,1,0.04,0.5,2,6,squashed,1.8359784999629483,316,sp,56,1,
,,visual-haptic,1,0,0.04,0.75,1,6,squashed,1.088109500007704,238,sp,56,1,
,,visual-haptic,1,0,0.04,1,1,3,stretched,4.878025699988939,256,sp,56,1,
,,visual-haptic,0,0,0.04,1,3,3,stretched,1.0157777999993414,245,sp,56,1,
,,visual-haptic,3,0,0.04,1,2,3,stretched,0.8552707999479026,290,sp,56,1,
,,visual-haptic,1,2,0.04,1.5,0,3,stretched,1.492519099963829,245,sp,56,1,
,,visual-haptic,0,2,0.04,0.75,1,6,squashed,2.5596655999543145,255,sp,56,1,
,,visual-haptic,0,2,0.04,1.5,0,3,stretched,0.47274269990157336,206,sp,56,1,
,,visual-haptic,0,1,0.04,1.25,0,3,stretched,1.5176639000419527,276,sp,56,1,
,,visual-haptic,3,1,0.04,0.5,0,6,squashed,0.4281637000385672,282,sp,56,1,
,,visual-haptic,0,2,0.04,1.5,1,3,stretched,0.4518174999393523,217,sp,56,1,
,,visual-haptic,1,2,0.04,1,2,3,stretched,0.20701479993294924,250,sp,56,1,
,,visual-haptic,3,2,0.04,1,3,6,squashed,0.6127429000334814,253,sp,56,1,
,,visual-haptic,1,2,0.04,1,3,3,stretched,0.6340785999782383,217,sp,56,1,
,,visual-haptic,1,1,0.04,1.25,0,3,stretched,1.2649623999604955,267,sp,56,1,
,,visual-haptic,1,1,0.04,0.5,1,6,squashed,1.025000900030136,273,sp,56,1,
,,visual-haptic,0,0,0.04,1.25,2,3,stretched,0.3552362999180332,245,sp,56,1,
,,visual-haptic,3,1,0.04,1.5,2,3,stretched,0.34060660004615784,283,sp,56,1,
,,visual-haptic,1,1,0.04,1.25,2,3,stretched,1.081315999967046,281,sp,56,1,
,,visual-haptic,0,1,0.04,1,3,3,stretched,4.914435099926777,297,sp,56,1,
,,visual-haptic,1,0,0.04,1.25,3,3,stretched,0.32132999994792044,236,sp,56,1,
,,visual-haptic,0,1,0.04,1,2,3,stretched,4.509627199964598,278,sp,56,1,
,,visual-haptic,3,0,0.04,0.75,0,6,squashed,0.8259316999465227,243,sp,56,1,
,,visual-haptic,1,2,0.04,1.25,2,3,stretched,0.31942289997823536,216,sp,56,1,
,,visual-haptic,3,1,0.04,0.5,1,6,squashed,1.9836647000629455,268,sp,56,1,
,,visual-haptic,1,2,0.04,0.5,2,6,squashed,2.3655043001053855,226,sp,56,1,
,,visual-haptic,3,1,0.04,1,1,3,stretched,1.0359166999114677,297,sp,56,1,
,,visual-haptic,3,2,0.04,0.5,2,6,squashed,0.15147060004528612,218,sp,56,1,
,,visual-haptic,0,1,0.04,0.75,0,6,squashed,1.4963769000023603,314,sp,56,1,
,,visual-haptic,1,1,0.04,0.5,2,6,squashed,1.0939346000086516,291,sp,56,1,
,,visual-haptic,1,2,0.04,1.5,2,3,stretched,1.2452134999912232,231,sp,56,1,
,,visual-haptic,0,0,0.04,1.25,3,3,stretched,2.551381399971433,244,sp,56,1,
,,visual-haptic,3,0,0.04,1.5,0,3,stretched,1.149223200045526,242,sp,56,1,
,,visual-haptic,3,1,0.04,0.5,2,6,squashed,1.1983456999296322,276,sp,56,1,
,,visual-haptic,1,1,0.04,1.5,1,3,stretched,1.2002687000203878,276,sp,56,1,
,,visual-haptic,1,0,0.04,1.25,0,6,squashed,1.280957999988459,243,sp,56,1,
,,visual-haptic,3,1,0.04,1.25,1,3,stretched,0.7998541999841109,274,sp,56,1,
,,visual-haptic,1,2,0.04,0.5,1,6,squashed,1.3617309000110254,243,sp,56,1,
,,visual-haptic,0,2,0.04,1,1,3,stretched,1.2480080000823364,229,sp,56,1,
,,visual-haptic,3,0,0.04,1.25,0,6,squashed,1.236092499922961,240,sp,56,1,
,,visual-haptic,1,1,0.04,0.75,1,6,squashed,0.8485722999321297,344,sp,56,1,
,,visual-haptic,0,2,0.04,1,2,3,stretched,0.8491900999797508,226,sp,56,1,
,,visual-haptic,3,2,0.04,0.75,2,3,stretched,1.7817570000188425,253,sp,56,1,
,,visual-haptic,1,0,0.04,1.5,1,3,stretched,1.3786125000333413,256,sp,56,1,
,,visual-haptic,0,0,0.04,1,1,3,stretched,0.3774968000361696,263,sp,56,1,
,,visual-haptic,3,0,0.04,1.5,1,3,stretched,0.6011488999938592,243,sp,56,1,
,,visual-haptic,1,2,0.04,0.75,2,6,squashed,0.5952385999262333,227,sp,56,1,
,,visual-haptic,3,1,0.04,1.5,3,3,stretched,0.5953336999518797,328,sp,56,1,
,,visual-haptic,0,1,0.04,1,1,6,squashed,0.7365209000417963,294,sp,56,1,
,,visual-haptic,0,2,0.04,1.25,3,3,stretched,1.2328641000203788,219,sp,56,1,
,,visual-haptic,3,2,0.04,1.5,3,3,stretched,1.9238655000226572,221,sp,56,1,
,,visual-haptic,0,1,0.04,1.25,3,3,stretched,1.5347775999689475,286,sp,56,1,
,,visual-haptic,3,1,0.04,0.75,2,6,squashed,2.4288108999608085,267,sp,56,1,
,,visual-haptic,3,2,0.04,1,2,6,squashed,1.9891302000032738,229,sp,56,1,
,,visual-haptic,0,2,0.04,0.75,2,6,squashed,0.7118223999859765,226,sp,56,1,
,,visual-haptic,3,2,0.04,1,0,3,stretched,0.938026399933733,234,sp,56,1,
,,visual-haptic,0,2,0.04,0.5,0,6,squashed,1.3148791999556124,235,sp,56,1,
,,visual-haptic,0,1,0.04,0.5,0,6,squashed,0.04457760008517653,312,sp,56,1,
,,visual-haptic,3,2,0.04,1.25,3,3,stretched,0.7450660999165848,229,sp,56,1,
,,visual-haptic,1,1,0.04,0.75,3,6,squashed,0.23701030004303902,273,sp,56,1,
,,visual-haptic,1,1,0.04,0.5,3,6,squashed,0.7999090999364853,296,sp,56,1,
,,visual-haptic,3,1,0.04,1.5,0,3,stretched,0.30936169996857643,290,sp,56,1,
,,visual-haptic,0,1,0.04,1.5,0,3,stretched,0.741524700075388,304,sp,56,1,
,,visual-haptic,3,2,0.04,1.5,2,3,stretched,0.4868167999666184,249,sp,56,1,
,,visual-haptic,0,2,0.04,1.25,0,6,squashed,0.8831946999998763,252,sp,56,1,
,,visual-haptic,3,2,0.04,0.75,1,6,squashed,3.7005915999179706,233,sp,56,1,
,,visual-haptic,0,2,0.04,1,0,6,squashed,1.5504034000914544,251,sp,56,1,
,,visual-haptic,3,0,0.04,1.25,1,3,stretched,0.9265151999425143,240,sp,56,1,
,,visual-haptic,0,1,0.04,1.5,2,3,stretched,1.4168005000101402,269,sp,56,1,
,,visual-haptic,0,1,0.04,0.75,2,6,squashed,0.7933602000121027,308,sp,56,1,
,,visual-haptic,3,2,0.04,1.25,0,3,stretched,2.0889068000251427,232,sp,56,1,
,,visual-haptic,3,2,0.04,0.5,1,6,squashed,5.51057809998747,219,sp,56,1,
,,visual-haptic,0,0,0.04,0.5,3,6,squashed,1.4357616999186575,239,sp,56,1,
,,visual-haptic,0,2,0.04,0.5,1,6,squashed,0.9027010999852791,220,sp,56,1,
,,visual-haptic,0,0,0.04,0.5,2,6,squashed,1.3376117000589147,240,sp,56,1,
,,visual-haptic,0,1,0.04,1.5,1,3,stretched,0.6197656999574974,313,sp,56,1,
,,visual-haptic,1,0,0.04,0.5,0,6,squashed,0.6617683001095429,246,sp,56,1,
,,visual-haptic,1,2,0.04,1.25,1,3,stretched,0.9671646000351757,229,sp,56,1,
,,visual-haptic,3,1,0.04,1.25,2,3,stretched,0.8444636999629438,294,sp,56,1,
,,visual-haptic,0,2,0.04,0.75,3,6,squashed,0.7050571000436321,225,sp,56,1,
,,visual-haptic,0,0,0.04,0.75,3,6,squashed,1.3234810999128968,248,sp,56,1,
,,visual-haptic,1,2,0.04,1.5,1,3,stretched,1.6837408998981118,231,sp,56,1,
,,visual-haptic,3,0,0.04,0.5,2,6,squashed,0.8289304000791162,240,sp,56,1,
,,visual-haptic,3,1,0.04,0.75,1,6,squashed,1.7825834000250325,296,sp,56,1,
,,visual-haptic,0,0,0.04,0.5,0,6,squashed,2.8914973000064492,264,sp,56,1,
,,visual-haptic,0,0,0.04,1.5,0,6,squashed,5.399356100009754,242,sp,56,1,
