thisRow.t,notes,phase,vibration,texture,half_height,depth_factor,repetition,response_key,perceived,rt_s,render_time_ms,Participant ID,IOD (mm),Session,
,,visual-haptic,0,1,0.04,0.5,2,6,squashed,0.2926926000509411,324,KJ,56,1,
,,visual-haptic,1,0,0.04,1.25,3,3,stretched,0.40605270001105964,266,KJ,56,1,
,,visual-haptic,3,2,0.04,0.5,3,6,squashed,0.2666124999523163,254,KJ,56,1,
,,visual-haptic,0,1,0.04,1.25,2,3,stretched,0.31689270003698766,317,KJ,56,1,
,,visual-haptic,1,0,0.04,0.75,1,6,squashed,0.5189555999822915,339,KJ,56,1,
,,visual-haptic,0,0,0.04,1.25,0,3,stretched,0.9395315998699516,273,KJ,56,1,
,,visual-haptic,1,2,0.04,0.75,3,6,squashed,0.3631657001096755,247,KJ,56,1,
,,visual-haptic,0,1,0.04,1,3,3,stretched,0.2708965002093464,323,KJ,56,1,
,,visual-haptic,1,1,0.04,1.5,2,3,stretched,0.2318047999870032,316,KJ,56,1,
,,visual-haptic,0,2,0.04,0.75,0,6,squashed,0.22195020015351474,247,KJ,56,1,
,,visual-haptic,1,0,0.04,1,1,3,stretched,0.23612100002355874,303,KJ,56,1,
,,visual-haptic,3,0,0.04,1,0,3,stretched,0.4609712001401931,271,KJ,56,1,
,,visual-haptic,1,0,0.04,1,0,3,stretched,0.22165830014273524,291,KJ,56,1,
,,visual-haptic,1,0,0.04,0.75,0,6,squashed,0.41732530016452074,263,KJ,56,1,
,,visual-haptic,0,1,0.04,1.25,0,3,stretched,0.33774109999649227,280,KJ,56,1,
,,visual-haptic,3,2,0.04,0.75,2,6,squashed,0.38045339984819293,287,KJ,56,1,
,,visual-haptic,1,2,0.04,1,0,3,stretched,0.43453960004262626,252,KJ,56,1,
,,visual-haptic,3,1,0.04,1,2,3,stretched,0.21562190004624426,345,KJ,56,1,
,,visual-haptic,0,2,0.04,1,0,3,stretched,1.0214323999825865,214,KJ,56,1,
,,visual-haptic,3,1,0.04,1.25,3,3,stretched,0.5539987999945879,297,KJ,56,1,
,,visual-haptic,1,0,0.04,1,2,3,stretched,0.4598275001626462,272,KJ,56,1,
,,visual-haptic,3,0,0.04,0.75,2,6,squashed,0.31524919997900724,261,KJ,56,1,
,,visual-haptic,0,0,0.04,1.5,0,3,stretched,0.27001400012522936,319,KJ,56,1,
,,visual-haptic,3,2,0.04,1.5,1,3,stretched,0.28403440001420677,248,KJ,56,1,
,,visual-haptic,1,1,0.04,1.25,2,3,stretched,0.32038579997606575,286,KJ,56,1,
,,visual-haptic,1,1,0.04,1.5,0,3,stretched,0.6619608998298645,282,KJ,56,1,
,,visual-haptic,1,2,0.04,1.25,3,6,squashed,0.8988678001333028,195,KJ,56,1,
,,visual-haptic,0,0,0.04,0.75,1,6,squashed,0.5518966999370605,232,KJ,56,1,
,,visual-haptic,3,2,0.04,0.75,1,6,squashed,0.2657294999808073,240,KJ,56,1,
,,visual-haptic,1,1,0.04,1.5,1,3,stretched,0.36586000001989305,299,KJ,56,1,
,,visual-haptic,3,0,0.04,1.5,1,3,stretched,0.2905331999063492,235,KJ,56,1,
,,visual-haptic,3,1,0.04,1,3,3,stretched,0.29999700002372265,314,KJ,56,1,
,,visual-haptic,1,2,0.04,1.25,1,3,stretched,0.3497137001249939,227,KJ,56,1,
,,visual-haptic,3,1,0.04,0.5,2,6,squashed,0.3788153000641614,279,KJ,56,1,
,,visual-haptic,1,1,0.04,1.25,3,3,stretched,0.21988529991358519,308,KJ,56,1,
,,visual-haptic,3,1,0.04,0.5,3,6,squashed,0.21257420000620186,323,KJ,56,1,
,,visual-haptic,3,2,0.04,1,1,3,stretched,0.207703199936077,270,KJ,56,1,
,,visual-haptic,0,2,0.04,1,1,3,stretched,0.25959779997356236,295,KJ,56,1,
,,visual-haptic,0,2,0.04,1.5,2,3,stretched,0.18565900018438697,246,KJ,56,1,
