thisRow.t,notes,phase,vibration,texture,half_height,depth_factor,repetition,response_key,perceived,rt_s,render_time_ms,Participant ID,IOD (mm),Session,
,,visual-haptic,3,2,0.04,0.5,3,6,squashed,1.130504900123924,222,ag,56,1,
,,visual-haptic,0,0,0.04,0.5,1,6,squashed,1.248256699880585,254,ag,56,1,
,,visual-haptic,1,1,0.04,0.5,3,6,squashed,1.13333970005624,315,ag,56,1,
,,visual-haptic,1,1,0.04,1,1,6,squashed,1.327110700076446,303,ag,56,1,
,,visual-haptic,3,0,0.04,1,1,3,stretched,0.9508515000343323,243,ag,56,1,
,,visual-haptic,0,1,0.04,0.5,1,6,squashed,0.9990015001967549,338,ag,56,1,
,,visual-haptic,3,0,0.04,0.5,0,6,squashed,0.7501246999017894,257,ag,56,1,
,,visual-haptic,1,0,0.04,0.5,3,6,squashed,1.1241693999618292,267,ag,56,1,
,,visual-haptic,3,0,0.04,1,0,3,stretched,0.8899002999532968,244,ag,56,1,
,,visual-haptic,1,0,0.04,1,3,6,squashed,2.062350500142202,265,ag,56,1,
,,visual-haptic,0,0,0.04,1.5,3,3,stretched,1.4962649999652058,278,ag,56,1,
,,visual-haptic,1,1,0.04,0.75,1,6,squashed,1.2090210001915693,320,ag,56,1,
,,visual-haptic,1,0,0.04,1.5,1,3,stretched,1.0624631999526173,266,ag,56,1,
,,visual-haptic,3,0,0.04,0.75,2,6,squashed,1.3320134000387043,291,ag,56,1,
,,visual-haptic,3,2,0.04,0.5,0,6,squashed,0.455211800057441,244,ag,56,1,
,,visual-haptic,3,1,0.04,1,0,3,stretched,1.0938220000825822,296,ag,56,1,
,,visual-haptic,3,2,0.04,1.25,1,3,stretched,1.4765901998616755,232,ag,56,1,
,,visual-haptic,1,0,0.04,0.75,1,6,squashed,0.9761410001665354,285,ag,56,1,
,,visual-haptic,1,0,0.04,1.5,2,3,stretched,0.9026459001470357,298,ag,56,1,
,,visual-haptic,3,0,0.04,0.75,1,6,squashed,0.8701891000382602,264,ag,56,1,
,,visual-haptic,3,2,0.04,0.5,2,6,squashed,0.7341396999545395,261,ag,56,1,
,,visual-haptic,3,1,0.04,1,1,6,squashed,1.7165252999402583,324,ag,56,1,
,,visual-haptic,1,2,0.04,1,2,3,stretched,1.2131456998176873,271,ag,56,1,
,,visual-haptic,1,0,0.04,1,1,3,stretched,1.0592017001472414,262,ag,56,1,
,,visual-haptic,0,2,0.04,0.5,1,6,squashed,8.035514699993655,248,ag,56,1,
,,visual-haptic,1,2,0.04,0.75,2,6,squashed,1.2173345999326557,273,ag,56,1,
,,visual-haptic,0,1,0.04,0.5,2,6,squashed,1.229922799859196,323,ag,56,1,
,,visual-haptic,1,1,0.04,1,0,3,stretched,1.0878683000337332,348,ag,56,1,
,,visual-haptic,0,1,0.04,1.25,2,3,stretched,1.2999241000507027,319,ag,56,1,
,,visual-haptic,1,2,0.04,0.5,3,6,squashed,0.8625866000074893,286,ag,56,1,
,,visual-haptic,3,2,0.04,1.25,0,3,stretched,1.026183599838987,266,ag,56,1,
,,visual-haptic,1,1,0.04,0.75,2,6,squashed,0.6200141999870539,307,ag,56,1,
,,visual-haptic,0,2,0.04,1.25,2,3,stretched,0.890049200039357,282,ag,56,1,
,,visual-haptic,1,2,0.04,1.25,1,3,stretched,0.7660238000098616,261,ag,56,1,
,,visual-haptic,3,0,0.04,0.75,0,6,squashed,0.6069201999343932,273,ag,56,1,
,,visual-haptic,1,0,0.04,1.5,0,3,stretched,0.8090892999898642,246,ag,56,1,
,,visual-haptic,0,1,0.04,1.5,2,3,stretched,0.1440363998990506,339,ag,56,1,
,,visual-haptic,0,2,0.04,1.5,2,3,stretched,0.45637260004878044,268,ag,56,1,
,,visual-haptic,1,1,0.04,1.5,3,3,stretched,0.3905459998641163,343,ag,56,1,
,,visual-haptic,1,1,0.04,1,2,3,stretched,1.0441199999768287,334,ag,56,1,
,,visual-haptic,0,1,0.04,0.5,3,6,squashed,0.6212516999803483,306,ag,56,1,
,,visual-haptic,3,2,0.04,0.75,3,6,squashed,1.1077274000272155,251,ag,56,1,
,,visual-haptic,0,1,0.04,1.5,3,3,stretched,1.159252200042829,332,ag,56,1,
,,visual-haptic,0,0,0.04,1.5,2,3,stretched,0.6091507999226451,247,ag,56,1,
,,visual-haptic,3,2,0.04,1,1,3,stretched,1.395449799951166,285,ag,56,1,
,,visual-haptic,3,2,0.04,0.75,2,6,squashed,0.8427359000779688,242,ag,56,1,
,,visual-haptic,0,0,0.04,0.5,2,6,squashed,0.8487748000770807,243,ag,56,1,
,,visual-haptic,3,0,0.04,1.25,3,3,stretched,0.815124399960041,247,ag,56,1,
,,visual-haptic,1,0,0.04,1.5,3,3,stretched,0.6397856001276523,242,ag,56,1,
,,visual-haptic,1,0,0.04,0.75,2,6,squashed,0.7459481998812407,286,ag,56,1,
,,visual-haptic,3,0,0.04,1.5,0,3,stretched,0.7341378000564873,322,ag,56,1,
,,visual-haptic,3,2,0.04,1.5,0,3,stretched,0.82043999992311,271,ag,56,1,
,,visual-haptic,0,0,0.04,0.75,2,6,squashed,0.3916084999218583,253,ag,56,1,
,,visual-haptic,0,0,0.04,1,0,3,stretched,0.8655824000015855,244,ag,56,1,
,,visual-haptic,1,1,0.04,0.5,1,6,squashed,0.7715971001889557,322,ag,56,1,
,,visual-haptic,0,0,0.04,0.5,3,6,squashed,0.68778539984487,332,ag,56,1,
,,visual-haptic,0,2,0.04,1.25,1,3,stretched,0.9199047000147402,250,ag,56,1,
,,visual-haptic,3,2,0.04,1.5,3,3,stretched,0.633404899854213,272,ag,56,1,
,,visual-haptic,0,2,0.04,1,2,3,stretched,0.8581733000464737,289,ag,56,1,
,,visual-haptic,3,0,0.04,0.5,1,6,squashed,0.5471205001231283,267,ag,56,1,
,,visual-haptic,1,1,0.04,1.25,3,3,stretched,1.148705500178039,336,ag,56,1,
,,visual-haptic,0,0,0.04,1.25,1,6,squashed,1.224267499987036,228,ag,56,1,
